scope_id,scope_value,loan_type,loan_status,created,effective_time,approx_block_height
9d3f1339-04f2-40c7-b1e0-838365bb99b2,175115.95,FIGURE_HELOC,IN_REPAY,2024-04-26 07:50:32.710000 +00:00,2024-06-20 6:01:00,23056719
840918d5-dc1c-4a32-98ae-e07b82dea130,174651.38,FIGURE_HELOC,IN_REPAY,2024-04-04 09:20:13.870000 +00:00,2024-06-20 6:01:00,23056719
8a2a9219-fae7-4557-92b3-b2ff9812cb92,399359.61,FIGURE_HELOC,IN_REPAY,2024-03-28 18:01:33.900000 +00:00,2024-06-20 6:01:00,23056719
dabf6a54-d752-4be5-94bf-86b51492abc5,171257.05,FIGURE_HELOC,IN_REPAY,2024-04-22 10:10:34.610000 +00:00,2024-06-20 6:01:00,23056719
58491caf-201c-434e-9c8d-b4f26a63ee6e,399146.14,FIGURE_HELOC,IN_REPAY,2024-03-04 20:11:09.900000 +00:00,2024-06-20 6:01:00,23056719
5b5b918a-09cc-4bec-9ec4-b106f763d144,171257.05,FIGURE_HELOC,IN_REPAY,2024-04-23 09:08:45.490000 +00:00,2024-06-20 6:01:00,23056719
15c8cb63-9ea6-4d72-a4cc-5a7aaa4e3c32,171257.05,FIGURE_HELOC,IN_REPAY,2024-04-21 06:08:31.130000 +00:00,2024-06-20 6:01:00,23056719
36930f7f-d344-45db-9a33-a02d350e584f,0,CRYPTO_PERSONAL_LOAN,PENDING_CLOSURE,2024-02-08 16:25:19.680000 +00:00,2024-06-20 6:01:00,23056719
00afa1ba-c69f-4de8-8425-798f9ddcf7b7,1800,CRYPTO_PERSONAL_LOAN,IN_REPAY,2024-03-20 20:41:04.120000 +00:00,2024-06-20 6:01:00,23056719
715f6a3c-62ab-4d2b-ac4e-9cc4b8a8594d,173351,FIGURE_HELOC,IN_REPAY,2024-06-12 18:10:19.240000 +00:00,2024-06-20 6:01:00,23056719
c48da39a-9710-4a16-bb84-bd38c124f381,175204.82,FIGURE_HELOC,IN_REPAY,2024-04-22 19:10:09.470000 +00:00,2024-06-20 6:01:00,23056719
18dd1cac-ac93-4f58-b40c-4e2d619a26a7,175115.95,FIGURE_HELOC,IN_REPAY,2024-04-26 07:50:35.190000 +00:00,2024-06-20 6:01:00,23056719
93b9eac7-a513-4841-afb7-c098d03f10db,174791.11,FIGURE_HELOC,IN_REPAY,2024-04-20 07:03:28.320000 +00:00,2024-06-20 9:36:46,23059732
9a02a238-2c0f-4e9b-9dfe-28aaf0254f93,175204.82,FIGURE_HELOC,IN_REPAY,2024-04-21 07:10:25.470000 +00:00,2024-06-20 6:01:00,23056719
04622266-20f7-4d3a-9ecc-8d687353f040,177398,FIGURE_HELOC,IN_REPAY,2024-05-31 03:09:34.450000 +00:00,2024-06-20 6:01:00,23056719
200ec65e-ebb0-4c51-b51d-e5d3037178d4,60363.49,FIGURE_HELOC,IN_REPAY,2024-01-06 08:05:57.140000 +00:00,2024-06-20 6:01:00,23056719
4cded4d3-41e5-4ca9-8e17-472413037ee9,175204.81,FIGURE_HELOC,IN_REPAY,2024-04-28 18:48:50.040000 +00:00,2024-06-20 6:01:00,23056719
8b8d55d8-4c72-4849-a2c7-c4f432c7a7ba,399608.66,FIGURE_HELOC,IN_REPAY,2024-04-24 18:19:29.100000 +00:00,2024-06-20 6:01:00,23056719
c3a28cd0-ee32-454e-8a21-e15addb5909e,177398,FIGURE_HELOC,IN_REPAY,2024-06-14 15:11:14.330000 +00:00,2024-06-20 6:01:00,23056719
b258a1e0-7ecc-464f-8e7f-d2c8bfbf2070,399608.66,FIGURE_HELOC,IN_REPAY,2024-04-24 20:14:27.150000 +00:00,2024-06-20 6:01:00,23056719
9404aabf-1b28-49ac-b9d9-ae203851732b,172199.13,FIGURE_HELOC,IN_REPAY,2024-04-12 07:03:33.020000 +00:00,2024-06-20 6:01:00,23056719
5c9ffd73-629d-4fc2-a653-431e47b09cc1,400000,FIGURE_HELOC,IN_REPAY,2024-05-30 07:40:34.430000 +00:00,2024-06-20 6:01:00,23056719
e1649a01-4672-4111-9ac9-f1905e84794a,2613.8,CRYPTO_PERSONAL_LOAN,IN_REPAY,2024-03-20 19:06:12.900000 +00:00,2024-06-20 6:01:00,23056719
5b6e32ee-5fce-4d5f-a3d8-76266f2c4cf9,169036.59,FIGURE_HELOC,IN_REPAY,2024-04-16 15:24:21.830000 +00:00,2024-06-20 6:01:00,23056719
2f76fe65-3438-4ac2-b69c-657d4850cb4c,172755,FIGURE_HELOC,IN_REPAY,2024-06-12 17:10:46.570000 +00:00,2024-06-20 6:01:00,23056719
ad3a9c85-420a-4714-a763-946f34c3571b,360.83,CRYPTO_PERSONAL_LOAN,IN_REPAY,2024-02-08 16:25:10.770000 +00:00,2024-06-20 6:01:00,23056719
36d8361d-d04c-49c8-bf43-796ffa592da1,173651.05,FIGURE_HELOC,IN_REPAY,2024-04-14 07:03:41.730000 +00:00,2024-06-20 6:01:00,23056719
642ae4d2-1d96-45ce-af85-8f65e925fe89,172482.33,FIGURE_HELOC,IN_REPAY,2024-04-30 07:50:38.990000 +00:00,2024-06-20 6:01:00,23056719
5a0af2d6-0425-47e7-a41c-876462b24dbc,175204.81,FIGURE_HELOC,IN_REPAY,2024-04-24 07:03:35.790000 +00:00,2024-06-20 6:01:00,23056719
510e5a19-0db3-4f3a-89a9-cf55c3512c2f,174198.28,FIGURE_HELOC,IN_REPAY,2024-04-13 07:03:15.240000 +00:00,2024-06-20 6:01:00,23056719
b7ab5745-bbac-4cb5-8044-ab08305bf2df,175249.76,FIGURE_HELOC,IN_REPAY,2024-05-02 09:14:13.570000 +00:00,2024-06-20 6:01:00,23056719
836cc59c-cf85-4d6c-bc3b-c3e8ba0a1777,171886.51,FIGURE_HELOC,IN_REPAY,2024-05-09 09:15:15.410000 +00:00,2024-06-20 6:01:00,23056719
8f639634-56bd-4d49-abd8-c5e879a6fff6,171257.04,FIGURE_HELOC,IN_REPAY,2024-04-24 07:03:31.410000 +00:00,2024-06-20 6:01:00,23056719
08db757f-ca35-4c44-a996-d543ab510eb3,152634,FIGURE_HELOC,ORIGINATION_SERVICE_RELEASE,2024-04-14 07:03:45.570000 +00:00,2024-04-14 7:03:45,21726075
08ab7a00-d396-4346-b63f-5503002bf4f0,173214.11,FIGURE_HELOC,IN_REPAY,2024-04-24 07:03:19.600000 +00:00,2024-06-20 6:01:00,23056719
00534c47-70ce-4073-ba46-8cb7f096429a,171209,FIGURE_HELOC,IN_REPAY,2024-04-27 23:38:27.330000 +00:00,2024-06-20 6:01:00,23056719
ed79d783-4625-4e31-b6ae-b6d1cbbdd59f,399608.66,FIGURE_HELOC,IN_REPAY,2024-04-24 13:10:10.220000 +00:00,2024-06-20 6:01:00,23056719
e6aa7e62-c746-4e86-9ae1-9a641bf3006d,398136.24,FIGURE_HELOC,IN_REPAY,2024-03-13 20:52:14.920000 +00:00,2024-06-20 6:01:00,23056719
c2e523d9-81e2-4f58-962d-a5fcdb5dc98c,177226.15,FIGURE_HELOC,IN_REPAY,2024-04-24 21:09:24.380000 +00:00,2024-06-20 6:01:00,23056719
cd67a970-dee7-4a35-8821-2199914c80e2,172826.94,FIGURE_HELOC,IN_REPAY,2024-04-20 07:03:43.000000 +00:00,2024-06-20 9:23:51,23059552
e69b36a2-a14f-498e-ad53-484f694ba98b,167120.6,FIGURE_HELOC,IN_REPAY,2024-01-16 22:25:15.160000 +00:00,2024-06-20 6:01:00,23056719
60424ed9-471a-4c63-943b-4d1da96b4d69,177269.2,FIGURE_HELOC,IN_REPAY,2024-05-01 16:08:44.740000 +00:00,2024-06-20 6:01:00,23056719
218c6eb6-704f-4bd2-8f2a-90ea48fa6b23,205226.83,FIGURE_HELOC,IN_REPAY,2024-01-24 08:35:40.540000 +00:00,2024-06-20 6:01:00,23056719
3c4487cf-2273-437d-b36a-fcaf02aa554d,189204,FIGURE_HELOC,ORIGINATION_SERVICE_RELEASE,2024-04-14 07:03:56.370000 +00:00,2024-04-14 7:03:56,21726077
69c843fb-121f-498a-b2f0-aa0f68fe4fca,171257.04,FIGURE_HELOC,IN_REPAY,2024-04-24 07:03:50.810000 +00:00,2024-06-20 6:01:00,23056719
9f7e8f65-4553-43d8-8fa1-c5b56e3cafa4,175204.81,FIGURE_HELOC,IN_REPAY,2024-04-24 07:04:34.540000 +00:00,2024-06-20 6:01:00,23056719
131a52f5-1bdf-4e54-b6dc-7bc68fcac637,1800,CRYPTO_PERSONAL_LOAN,IN_REPAY,2024-03-20 21:02:05.350000 +00:00,2024-06-20 6:01:00,23056719
a5b923a1-ce6e-4ea3-bfad-187d15c034aa,175847.67,FIGURE_HELOC,IN_REPAY,2024-05-28 20:33:26.520000 +00:00,2024-06-20 6:01:00,23056719
5abef0f5-bf4e-42cf-9869-a479db28fec6,400000,FIGURE_HELOC,IN_REPAY,2024-05-30 07:40:16.650000 +00:00,2024-06-20 6:01:00,23056719
36308afc-59a0-45af-8542-1bbe9e0e11ca,177141.04,FIGURE_HELOC,IN_REPAY,2024-04-26 07:50:15.470000 +00:00,2024-06-20 6:01:00,23056719
209ef9e9-6801-423f-a74f-ee32e827d766,249628.19,FIGURE_HELOC,IN_REPAY,2024-03-20 22:19:16.720000 +00:00,2024-06-20 9:41:08,23059793
ed2b31c9-76d7-4b92-af94-1901ea5b2d0c,276456.02,FIGURE_HELOC,DELQ_61_UP,2024-05-01 15:04:02.790000 +00:00,2024-06-20 6:01:00,23056719
3457a098-2252-49d6-82fa-12d71b3fe75c,3770.02,CRYPTO_PERSONAL_LOAN,IN_REPAY,2024-04-11 19:54:41.130000 +00:00,2024-06-20 6:01:00,23056719
fb2a0336-e89e-4274-985d-4bc841d24c35,177141.04,FIGURE_HELOC,IN_REPAY,2024-04-26 07:50:56.530000 +00:00,2024-06-20 6:01:00,23056719
9c0067fe-ccad-45d7-8c72-44f6a39385ab,170365.48,FIGURE_HELOC,IN_REPAY,2024-04-11 20:09:23.310000 +00:00,2024-06-20 6:01:00,23056719
435a359e-eb3d-4bce-8c25-672eb7d49f6f,174791.11,FIGURE_HELOC,IN_REPAY,2024-04-20 07:04:32.030000 +00:00,2024-06-20 11:03:23,23060937
b6a6c6e7-58bf-4cd6-b277-30fd6bb3bc40,177269.2,FIGURE_HELOC,IN_REPAY,2024-05-01 17:09:46.620000 +00:00,2024-06-20 6:01:00,23056719
8135d3d2-fa36-421a-898f-f0f830c35801,177878.59,FIGURE_HELOC,IN_REPAY,2024-05-08 06:09:21.250000 +00:00,2024-06-20 6:01:00,23056719
95e3a68a-6a30-46e4-90fe-108a1ebc2166,98538.41,FIGURE_HELOC,IN_REPAY,2024-04-08 18:24:55.440000 +00:00,2024-06-20 6:01:00,23056719
06702753-98f9-47cb-b4bd-955ab6f2ce46,176224.89,FIGURE_HELOC,IN_REPAY,2024-04-09 13:25:57.580000 +00:00,2024-06-20 6:01:00,23056719
3c6c96b5-69db-4397-bde5-9f1b2520ee2d,170763.6,FIGURE_HELOC,IN_REPAY,2024-04-09 13:27:36.470000 +00:00,2024-06-20 6:01:00,23056719
4fcf2b41-1b84-42e4-90bf-d368ee60eb07,247337.86,FIGURE_HELOC,IN_REPAY,2024-04-09 13:27:53.930000 +00:00,2024-06-20 6:01:00,23056719
71b4230f-34fe-4630-a71e-c6b6391ed9eb,398321.58,FIGURE_HELOC,IN_REPAY,2024-01-06 08:06:04.530000 +00:00,2024-06-20 6:01:00,23056719
702e5f44-e49e-41a7-abde-74b131cf4317,398273.42,FIGURE_HELOC,IN_REPAY,2024-01-12 21:31:43.820000 +00:00,2024-06-20 6:01:00,23056719
6c279268-5049-47ee-8274-62800c6ef94d,207909.96,FIGURE_HELOC,IN_REPAY,2024-01-30 20:06:11.070000 +00:00,2024-06-20 6:01:00,23056719
debf709e-55da-4345-be34-498ca140f9f6,172287.46,FIGURE_HELOC,IN_REPAY,2024-04-09 13:30:07.150000 +00:00,2024-06-20 6:01:00,23056719
c9edaa0a-ab96-4686-b969-74810627532a,219667.75,FIGURE_HELOC,IN_REPAY,2024-03-20 02:22:49.980000 +00:00,2024-06-20 6:01:00,23056719
b4251583-9cca-4c6f-b932-a2e0e912ab50,399640.58,FIGURE_HELOC,IN_REPAY,2024-04-24 21:25:28.700000 +00:00,2024-06-20 6:01:00,23056719
3a39da62-2bc9-437b-9df7-fe3229f44696,170365.48,FIGURE_HELOC,IN_REPAY,2024-04-09 13:30:07.680000 +00:00,2024-06-20 6:01:00,23056719
521365fb-a696-4509-ae86-b109fdd89c30,171257.03,FIGURE_HELOC,IN_REPAY,2024-04-30 05:08:37.610000 +00:00,2024-06-20 6:01:00,23056719
691f5e69-fb23-4b35-892f-8e826d7c4d28,130663,FIGURE_HELOC,ORIGINATION_SERVICE_RELEASE,2024-04-27 23:28:53.010000 +00:00,2024-04-27 23:28:52,21996806
21950db7-bbad-42b7-9c83-c83353eb416e,94608,FIGURE_HELOC,ORIGINATION_SERVICE_RELEASE,2024-04-11 20:11:18.450000 +00:00,2024-04-11 20:11:18,21677503
c02420bb-a30a-4472-b432-06f09d03e4c0,170365.48,FIGURE_HELOC,IN_REPAY,2024-04-09 13:30:09.410000 +00:00,2024-06-20 6:01:00,23056719
3edc8325-f19d-4c99-9614-ed8076a5cb1f,194985.75,FIGURE_HELOC,DELQ_61_UP,2024-03-13 22:01:53.320000 +00:00,2024-06-20 6:01:00,23056719
b84d741c-ad79-493b-866e-61561d0e2545,186460.37,FIGURE_HELOC,IN_REPAY,2024-04-08 19:21:27.330000 +00:00,2024-06-20 6:01:00,23056719
74cf2fae-2d09-461d-9589-636f85fd50a6,172287.46,FIGURE_HELOC,IN_REPAY,2024-04-09 13:30:12.000000 +00:00,2024-06-20 6:01:00,23056719
2bf401a2-a9f6-462b-b85d-3f15a26768d8,399673.17,FIGURE_HELOC,IN_REPAY,2024-05-01 18:04:32.370000 +00:00,2024-06-20 6:01:00,23056719
c1668cb4-8e3c-4f5b-8474-8ac152c7abd5,172287.46,FIGURE_HELOC,IN_REPAY,2024-04-09 13:30:10.360000 +00:00,2024-06-20 6:01:00,23056719
37734fcb-defe-40e2-98fa-b77986c45678,336717.69,FIGURE_HELOC,IN_REPAY,2024-03-11 22:45:44.420000 +00:00,2024-06-20 6:01:00,23056719
66e7a0e7-3f95-45dd-9f7f-7c7fedada1c8,399589.29,FIGURE_HELOC,IN_REPAY,2024-04-22 19:38:14.550000 +00:00,2024-06-20 6:01:00,23056719
be98ccad-3487-4d8e-bbe2-76fa2f68d07e,174240.61,FIGURE_HELOC,IN_REPAY,2024-04-09 13:31:23.780000 +00:00,2024-06-20 6:01:00,23056719
705f9278-85d2-41c5-bf15-a53b3bd91918,381492,FIGURE_HELOC,DELQ_61_UP,2024-06-12 09:05:38.230000 +00:00,2024-06-20 6:01:00,23056719
1aa4f057-9773-44a9-947c-28c558d384a7,171305.65,FIGURE_HELOC,IN_REPAY,2024-05-01 18:09:17.930000 +00:00,2024-06-20 6:01:00,23056719
8029703d-78ef-4d1a-8d59-8dafd578038c,175115.95,FIGURE_HELOC,IN_REPAY,2024-04-26 07:50:34.080000 +00:00,2024-06-20 6:01:00,23056719
34ef137b-5b1a-4829-bfdf-7e13d004840a,169793.3,FIGURE_HELOC,IN_REPAY,2024-04-11 20:11:22.010000 +00:00,2024-06-20 6:01:00,23056719
c617ef2b-a19c-48d6-bd8b-d7e7dd1cffd3,230033.36,FIGURE_HELOC,IN_REPAY,2024-03-04 20:15:51.770000 +00:00,2024-06-20 6:01:00,23056719
542ce20a-2b2f-41c3-8354-c81dde829c2d,174791.11,FIGURE_HELOC,IN_REPAY,2024-04-20 07:03:49.290000 +00:00,2024-06-20 9:20:09,23059500
c9793c66-d7fe-4b17-aa12-0c6c0a04e87b,171257.05,FIGURE_HELOC,IN_REPAY,2024-04-22 08:08:47.840000 +00:00,2024-06-20 6:01:00,23056719
97c76f9b-6d92-4df4-b643-711d45122a22,168935.54,FIGURE_HELOC,IN_REPAY,2024-01-28 08:36:26.530000 +00:00,2024-06-20 6:01:00,23056719
45cc4574-180c-47d6-a11a-40c6c13bb6b2,171305.65,FIGURE_HELOC,IN_REPAY,2024-05-01 19:10:24.620000 +00:00,2024-06-20 6:01:00,23056719
b2d4a53b-e4e7-4995-b9e4-f025252c78b1,349460.18,FIGURE_HELOC,IN_REPAY,2024-04-20 07:03:51.800000 +00:00,2024-06-20 9:34:54,23059706
7915a4ed-6fde-40c0-9d31-6f6406ffe2b9,398157.12,FIGURE_HELOC,IN_REPAY,2024-01-12 08:57:32.840000 +00:00,2024-06-20 6:01:00,23056719
d2283b1d-8ec6-4670-b148-1a6fffbe2467,169793.3,FIGURE_HELOC,IN_REPAY,2024-04-11 20:11:41.190000 +00:00,2024-06-20 6:01:00,23056719
1df47a65-e134-4994-81ec-7a950b47d9c4,175358,FIGURE_HELOC,IN_REPAY,2024-06-06 07:11:11.150000 +00:00,2024-06-20 6:01:00,23056719
a9027396-0d7d-422f-97cc-c56939fe121f,173214.11,FIGURE_HELOC,IN_REPAY,2024-04-28 17:15:15.550000 +00:00,2024-06-20 6:01:00,23056719
2c38eb11-c02f-4a13-b2f0-1c372fa4d6fa,222726.15,FIGURE_HELOC,IN_REPAY,2024-05-01 20:51:20.300000 +00:00,2024-06-20 6:01:00,23056719
09217fcf-33b2-47f1-8d16-10185b367c80,176644.38,FIGURE_HELOC,IN_REPAY,2024-04-09 13:31:43.400000 +00:00,2024-06-20 6:01:00,23056719
47d3c1cf-3da4-438d-afbb-d5a5a450e6b4,186394.41,FIGURE_HELOC,IN_REPAY,2024-05-28 20:33:22.670000 +00:00,2024-06-20 6:01:00,23056719
672c2026-2cb1-4f57-b0c0-5d84a88b97dd,399644.64,FIGURE_HELOC,IN_REPAY,2024-04-22 19:48:09.620000 +00:00,2024-06-20 6:01:00,23056719
af76532f-a951-4ef1-8a22-6667e15b2186,169793.3,FIGURE_HELOC,IN_REPAY,2024-04-11 20:11:22.830000 +00:00,2024-06-20 6:01:00,23056719
4428189a-caf0-46b6-b9ed-91ee3c1b492f,399300.96,FIGURE_HELOC,IN_REPAY,2024-04-09 13:31:46.520000 +00:00,2024-06-20 6:01:00,23056719
313325ee-c99e-4e83-81b9-f915dcdf8a32,172826.96,FIGURE_HELOC,IN_REPAY,2024-04-13 12:08:46.240000 +00:00,2024-06-20 6:01:00,23056719
59568d38-2ec4-4146-80a2-389c8c6e0b94,398525.18,FIGURE_HELOC,IN_REPAY,2024-02-16 05:44:42.350000 +00:00,2024-06-20 6:01:00,23056719
7a6da08b-46d3-4e1a-9305-fe65a790ac1e,40831.84,FIGURE_HELOC,IN_REPAY,2024-01-05 15:31:42.510000 +00:00,2024-06-20 9:36:01,23059732
810db1ad-358f-4d17-bcc9-5a2f9febc68b,177226.15,FIGURE_HELOC,IN_REPAY,2024-04-25 02:16:58.150000 +00:00,2024-06-20 6:01:00,23056719
ae768cec-69ee-4325-ac2c-eeaf0a3b13c8,175358,FIGURE_HELOC,IN_REPAY,2024-06-14 08:09:18.520000 +00:00,2024-06-20 6:01:00,23056719
da7bddf5-173b-4de1-85ac-16e9c4d41b11,176224.87,FIGURE_HELOC,IN_REPAY,2024-04-09 13:29:53.860000 +00:00,2024-06-20 6:01:00,23056719
7233d992-70da-4347-9f52-fa3ad12ad9aa,172978.4,FIGURE_HELOC,IN_REPAY,2024-04-12 20:10:17.550000 +00:00,2024-06-20 6:01:00,23056719
8ef5539d-c8a3-41c4-ac4a-c1a7557b816e,172826.96,FIGURE_HELOC,IN_REPAY,2024-04-13 13:08:40.760000 +00:00,2024-06-20 6:01:00,23056719
ee9c4770-35af-4b9e-97d8-988890f0fc6d,174240.61,FIGURE_HELOC,IN_REPAY,2024-04-09 13:32:02.540000 +00:00,2024-06-20 6:01:00,23056719
0cb3b1e9-c575-4dd0-aa9f-0e0c805f5caa,168989.41,FIGURE_HELOC,IN_REPAY,2024-04-13 14:08:17.910000 +00:00,2024-06-20 6:01:00,23056719
8196eedb-c998-4d48-bc8d-5392b572560d,291473.34,FIGURE_HELOC,IN_REPAY,2024-02-06 08:29:42.170000 +00:00,2024-06-20 6:01:00,23056719
5be0e184-eb3c-4dfe-9c10-c512f86aece0,168942.21,FIGURE_HELOC,IN_REPAY,2024-04-19 07:04:13.470000 +00:00,2024-06-20 6:01:00,23056719
5a4ac9cc-1316-4939-bcdb-683204b834bc,175204.82,FIGURE_HELOC,IN_REPAY,2024-04-22 23:13:52.110000 +00:00,2024-06-20 6:01:00,23056719
51701db2-f2fd-4312-b44e-5defceeb559b,236949.36,FIGURE_HELOC,IN_REPAY,2024-04-30 07:50:49.700000 +00:00,2024-06-20 6:01:00,23056719
1f8ea18c-2543-4062-9b3c-49b228d44d16,174240.61,FIGURE_HELOC,IN_REPAY,2024-04-09 16:08:49.590000 +00:00,2024-06-20 6:01:00,23056719
ff2d411b-3bc2-4b65-b304-87413e2ef20f,175204.86,FIGURE_HELOC,IN_REPAY,2024-04-30 07:50:33.040000 +00:00,2024-06-20 6:01:00,23056719
8e9a7c1b-6d47-4ab7-b669-e745f6cd54c1,175204.82,FIGURE_HELOC,IN_REPAY,2024-04-23 05:08:19.400000 +00:00,2024-06-20 6:01:00,23056719
9adb0596-9551-4cab-901c-2fc21221a205,398403.76,FIGURE_HELOC,IN_REPAY,2024-01-12 00:26:11.740000 +00:00,2024-06-20 6:01:00,23056719
c4522d04-9010-4452-b07d-47c68f91fa46,173214.17,FIGURE_HELOC,IN_REPAY,2024-04-30 07:10:39.600000 +00:00,2024-06-20 6:01:00,23056719
8e6b216e-d902-4f05-9b4b-146d047eef66,177226.15,FIGURE_HELOC,IN_REPAY,2024-04-23 00:13:45.050000 +00:00,2024-06-20 6:01:00,23056719
8b37dc11-a2cd-437f-a03a-7a4efcddf9d2,398722.91,FIGURE_HELOC,IN_REPAY,2024-01-23 16:50:01.980000 +00:00,2024-06-20 6:01:00,23056719
b2052751-f77c-42ac-ac24-0637498980bf,171257.04,FIGURE_HELOC,IN_REPAY,2024-04-25 03:11:15.000000 +00:00,2024-06-20 6:01:00,23056719
bd3e059d-b396-495f-a4e0-34919eed9e65,104480.35,FIGURE_HELOC,IN_REPAY,2024-04-09 13:31:22.460000 +00:00,2024-06-20 6:01:00,23056719
c8cd29f4-c904-4edb-b4e7-a18985374a10,170365.48,FIGURE_HELOC,IN_REPAY,2024-04-09 13:31:34.260000 +00:00,2024-06-20 6:01:00,23056719
ac974110-34b7-4bb7-b06d-cd1d84fdf44a,175204.81,FIGURE_HELOC,IN_REPAY,2024-04-25 04:08:40.320000 +00:00,2024-06-20 6:01:00,23056719
d4900425-a269-4f81-8d11-b191b835ec87,399644.64,FIGURE_HELOC,IN_REPAY,2024-04-22 15:44:20.160000 +00:00,2024-06-20 6:01:00,23056719
399c9404-889d-41ae-9bfd-4e827da1e191,174791.13,FIGURE_HELOC,IN_REPAY,2024-04-13 17:08:18.000000 +00:00,2024-06-20 6:01:00,23056719
364fe210-9802-4ef8-8ad2-191b5f8b1d25,407.51,CRYPTO_PERSONAL_LOAN,IN_REPAY,2024-02-08 16:25:28.420000 +00:00,2024-06-20 6:01:00,23056719
506f3a65-8f9c-46ab-83f4-c4e99d4357bd,175204.81,FIGURE_HELOC,IN_REPAY,2024-04-25 05:08:33.030000 +00:00,2024-06-20 6:01:00,23056719
003b5a2d-0f03-4851-995a-b814934d735b,205019.41,FIGURE_HELOC,IN_REPAY,2024-01-29 17:26:33.560000 +00:00,2024-06-20 6:01:00,23056719
155ec2ba-83f0-4c3f-b18b-7e9535d75f4d,249229.26,FIGURE_HELOC,IN_REPAY,2024-01-12 00:26:10.150000 +00:00,2024-06-20 6:01:00,23056719
26ae7030-29e9-424e-8b19-430a97aebe5f,399187.36,FIGURE_HELOC,IN_REPAY,2024-03-09 08:09:32.140000 +00:00,2024-06-20 6:01:00,23056719
7acb1482-43f7-4830-9a23-ab6344f98f57,174791.13,FIGURE_HELOC,IN_REPAY,2024-04-13 18:09:33.660000 +00:00,2024-06-20 6:01:00,23056719
1c15658c-7a75-46a5-8be6-dda37865971c,174749.35,FIGURE_HELOC,IN_REPAY,2024-04-19 07:04:29.990000 +00:00,2024-06-20 6:01:00,23056719
0668335a-b65d-4c45-a5ea-4fe4d451fa09,398321.58,FIGURE_HELOC,IN_REPAY,2024-01-06 08:05:59.820000 +00:00,2024-06-20 6:01:00,23056719
480de9d2-cc5d-439a-8556-31945a731f97,171160.97,FIGURE_HELOC,IN_REPAY,2024-04-26 07:51:56.110000 +00:00,2024-06-20 6:01:00,23056719
9a4c0e8a-7089-451d-83cb-80dacb17d8cc,322590.25,FIGURE_HELOC,IN_REPAY,2024-04-26 07:51:59.300000 +00:00,2024-06-20 6:01:00,23056719
f68eed1c-6140-4a6d-babc-2075520391fe,177226.15,FIGURE_HELOC,IN_REPAY,2024-04-23 02:17:21.660000 +00:00,2024-06-20 6:01:00,23056719
7d7f8190-a617-4092-a342-b46cf5a428a1,172783.35,FIGURE_HELOC,IN_REPAY,2024-04-19 07:04:41.550000 +00:00,2024-06-20 6:01:00,23056719
eb16c629-3d69-4eec-861c-e263e84d10c2,400000,FIGURE_HELOC,DELQ_30_60,2024-03-22 14:30:28.840000 +00:00,2024-06-20 6:01:00,23056719
